nombre_pdv;PRODUCTO  1;PRODUCTO  10;PRODUCTO  100;PRODUCTO  101;PRODUCTO  102;PRODUCTO  103;PRODUCTO  104;PRODUCTO  105;PRODUCTO  106;PRODUCTO  107;PRODUCTO  108;PRODUCTO  109;PRODUCTO  11;PRODUCTO  110;PRODUCTO  111;PRODUCTO  112;PRODUCTO  113;PRODUCTO  114;PRODUCTO  115;PRODUCTO  116;PRODUCTO  117;PRODUCTO  118;PRODUCTO  119;PRODUCTO  12;PRODUCTO  120;PRODUCTO  121;PRODUCTO  122;PRODUCTO  123;PRODUCTO  124;PRODUCTO  125;PRODUCTO  126;PRODUCTO  127;PRODUCTO  128;PRODUCTO  129;PRODUCTO  13;PRODUCTO  130;PRODUCTO  131;PRODUCTO  132;PRODUCTO  133;PRODUCTO  134;PRODUCTO  135;PRODUCTO  136;PRODUCTO  137;PRODUCTO  138;PRODUCTO  139;PRODUCTO  14;PRODUCTO  140;PRODUCTO  141;PRODUCTO  142;PRODUCTO  143;PRODUCTO  144;PRODUCTO  145;PRODUCTO  146;PRODUCTO  147;PRODUCTO  149;PRODUCTO  15;PRODUCTO  150;PRODUCTO  151;PRODUCTO  152;PRODUCTO  153;PRODUCTO  154;PRODUCTO  155;PRODUCTO  156;PRODUCTO  157;PRODUCTO  158;PRODUCTO  159;PRODUCTO  16;PRODUCTO  161;PRODUCTO  162;PRODUCTO  163;PRODUCTO  164;PRODUCTO  165;PRODUCTO  166;PRODUCTO  167;PRODUCTO  168;PRODUCTO  169;PRODUCTO  17;PRODUCTO  170;PRODUCTO  171;PRODUCTO  172;PRODUCTO  173;PRODUCTO  174;PRODUCTO  175;PRODUCTO  176;PRODUCTO  177;PRODUCTO  178;PRODUCTO  179;PRODUCTO  18;PRODUCTO  180;PRODUCTO  181;PRODUCTO  182;PRODUCTO  183;PRODUCTO  184;PRODUCTO  185;PRODUCTO  186;PRODUCTO  187;PRODUCTO  188;PRODUCTO  189;PRODUCTO  19;PRODUCTO  190;PRODUCTO  191;PRODUCTO  192;PRODUCTO  193;PRODUCTO  194;PRODUCTO  195;PRODUCTO  196;PRODUCTO  197;PRODUCTO  198;PRODUCTO  199;PRODUCTO  2;PRODUCTO  20;PRODUCTO  200;PRODUCTO  201;PRODUCTO  202;PRODUCTO  203;PRODUCTO  204;PRODUCTO  205;PRODUCTO  206;PRODUCTO  207;PRODUCTO  208;PRODUCTO  209;PRODUCTO  21;PRODUCTO  210;PRODUCTO  211;PRODUCTO  212;PRODUCTO  213;PRODUCTO  214;PRODUCTO  215;PRODUCTO  216;PRODUCTO  217;PRODUCTO  218;PRODUCTO  219;PRODUCTO  22;PRODUCTO  220;PRODUCTO  221;PRODUCTO  222;PRODUCTO  223;PRODUCTO  224;PRODUCTO  23;PRODUCTO  24;PRODUCTO  25;PRODUCTO  26;PRODUCTO  262;PRODUCTO  267;PRODUCTO  268;PRODUCTO  27;PRODUCTO  277;PRODUCTO  28;PRODUCTO  282;PRODUCTO  283;PRODUCTO  284;PRODUCTO  29;PRODUCTO  3;PRODUCTO  30;PRODUCTO  300;PRODUCTO  301;PRODUCTO  303;PRODUCTO  304;PRODUCTO  306;PRODUCTO  307;PRODUCTO  308;PRODUCTO  309;PRODUCTO  31;PRODUCTO  311;PRODUCTO  312;PRODUCTO  313;PRODUCTO  314;PRODUCTO  315;PRODUCTO  316;PRODUCTO  317;PRODUCTO  318;PRODUCTO  319;PRODUCTO  32;PRODUCTO  320;PRODUCTO  321;PRODUCTO  322;PRODUCTO  323;PRODUCTO  324;PRODUCTO  325;PRODUCTO  327;PRODUCTO  328;PRODUCTO  329;PRODUCTO  33;PRODUCTO  330;PRODUCTO  331;PRODUCTO  332;PRODUCTO  333;PRODUCTO  334;PRODUCTO  335;PRODUCTO  336;PRODUCTO  337;PRODUCTO  338;PRODUCTO  339;PRODUCTO  34;PRODUCTO  340;PRODUCTO  341;PRODUCTO  342;PRODUCTO  343;PRODUCTO  344;PRODUCTO  345;PRODUCTO  346;PRODUCTO  347;PRODUCTO  348;PRODUCTO  349;PRODUCTO  35;PRODUCTO  350;PRODUCTO  351;PRODUCTO  352;PRODUCTO  353;PRODUCTO  354;PRODUCTO  355;PRODUCTO  356;PRODUCTO  357;PRODUCTO  358;PRODUCTO  359;PRODUCTO  36;PRODUCTO  360;PRODUCTO  361;PRODUCTO  362;PRODUCTO  363;PRODUCTO  364;PRODUCTO  365;PRODUCTO  366;PRODUCTO  367;PRODUCTO  368;PRODUCTO  369;PRODUCTO  37;PRODUCTO  370;PRODUCTO  371;PRODUCTO  372;PRODUCTO  373;PRODUCTO  374;PRODUCTO  375;PRODUCTO  376;PRODUCTO  377;PRODUCTO  378;PRODUCTO  379;PRODUCTO  38;PRODUCTO  381;PRODUCTO  383;PRODUCTO  384;PRODUCTO  388;PRODUCTO  389;PRODUCTO  39;PRODUCTO  393;PRODUCTO  395;PRODUCTO  396;PRODUCTO  397;PRODUCTO  398;PRODUCTO  399;PRODUCTO  4;PRODUCTO  40;PRODUCTO  400;PRODUCTO  401;PRODUCTO  402;PRODUCTO  403;PRODUCTO  404;PRODUCTO  405;PRODUCTO  406;PRODUCTO  407;PRODUCTO  408;PRODUCTO  409;PRODUCTO  41;PRODUCTO  410;PRODUCTO  411;PRODUCTO  412;PRODUCTO  413;PRODUCTO  414;PRODUCTO  415;PRODUCTO  416;PRODUCTO  42;PRODUCTO  420;PRODUCTO  422;PRODUCTO  423;PRODUCTO  43;PRODUCTO  436;PRODUCTO  437;PRODUCTO  438;PRODUCTO  44;PRODUCTO  446;PRODUCTO  447;PRODUCTO  448;PRODUCTO  449;PRODUCTO  45;PRODUCTO  46;PRODUCTO  47;PRODUCTO  48;PRODUCTO  49;PRODUCTO  5;PRODUCTO  50;PRODUCTO  51;PRODUCTO  53;PRODUCTO  54;PRODUCTO  55;PRODUCTO  56;PRODUCTO  57;PRODUCTO  58;PRODUCTO  59;PRODUCTO  6;PRODUCTO  60;PRODUCTO  61;PRODUCTO  62;PRODUCTO  63;PRODUCTO  64;PRODUCTO  65;PRODUCTO  66;PRODUCTO  67;PRODUCTO  68;PRODUCTO  69;PRODUCTO  7;PRODUCTO  70;PRODUCTO  71;PRODUCTO  72;PRODUCTO  73;PRODUCTO  74;PRODUCTO  75;PRODUCTO  76;PRODUCTO  77;PRODUCTO  78;PRODUCTO  79;PRODUCTO  8;PRODUCTO  80;PRODUCTO  81;PRODUCTO  82;PRODUCTO  83;PRODUCTO  84;PRODUCTO  85;PRODUCTO  86;PRODUCTO  87;PRODUCTO  88;PRODUCTO  89;PRODUCTO  9;PRODUCTO  90;PRODUCTO  91;PRODUCTO  92;PRODUCTO  93;PRODUCTO  94;PRODUCTO  95;PRODUCTO  96;PRODUCTO  97;PRODUCTO  98;PRODUCTO  99
punto de venta 200;0;47;0;1440;0;245;1351;0;13;250;0;280;0;0;2279;0;257;3797;0;396;0;19;0;33;0;0;0;0;0;0;0;0;0;0;326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;847;0;0;0;0;0;0;0;0;0;37;0;0;21;0;0;0;0;0;0;0;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;721;0;0;0;251;0;0;0;0;0;0;93;89;60;73;2762;0;1;18;79;0;24;0;17;0;10;0;314;29;0;0;126;138;272;1108;120;0;153;0;0;121;0;132;0;522;646;0;603;39;139;109;0;10;515;0;0;0;0;0;339;3;15;61;1;1;9;12;0;0;1;16;6;15;5;12;45;0;297;635;0;58;1;2;3;8;0;0;0;272;59;0;188;0;77;0;173;0;350;0;0;52;175;0;252;177;0;0;283;556;0;142;0;0;0;0;516;0;520;0;391;76;399;0;0;0;412;0;422;0;0;0;0;0;500;0;454;283;0;201;0;0;0;0;0;49;32;44;15;18;373;67;43;0;0;0;0;30;1110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39955;0;0;0;14066;0;0;0;0;0;3217;0;1;32077;0;141;10101;572;2;0;13430;0;0;0;0;0;0;0;15;0;0;0;0;0;5;0;0;5;6;67;65;247;127;1122;0;0;0;0;0;0;124;19;13;6;58;9;25;17;12;2;8;1762;15;20;6;4;417;3;0;2273;0;2368
punto de venta 201;0;211;0;1727;0;224;1264;0;2;414;0;404;0;0;2302;0;250;3395;0;343;0;18;0;36;0;0;0;0;0;0;0;0;0;0;371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;803;0;0;0;0;0;0;0;0;0;67;0;0;7;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394;0;0;67;257;0;0;0;0;0;0;55;80;64;19;1859;0;2;0;1;0;17;0;5;0;9;0;434;17;0;0;93;116;225;845;57;0;69;0;0;107;0;132;0;571;845;0;543;20;95;89;0;0;701;0;0;0;0;0;422;3;6;26;0;1;16;14;0;0;0;19;5;23;15;14;22;0;357;799;0;60;2;1;3;0;2;3;0;85;11;0;112;0;21;0;77;0;254;0;0;53;260;0;204;181;0;0;349;497;0;381;0;0;0;0;586;0;434;0;389;110;625;0;0;0;459;0;590;0;0;0;0;0;522;0;342;263;0;262;0;0;0;0;0;41;48;3;18;20;586;74;35;0;0;0;0;28;1401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26581;0;0;0;7417;0;0;0;0;0;2768;0;1;26829;0;13;6920;270;0;0;9758;0;0;1;0;4;3;0;17;2;2;155;0;2;10;0;0;0;5;46;140;572;165;1861;0;0;0;0;0;5;56;3;13;7;68;27;23;16;13;4;10;1706;15;6;9;0;1407;10;14;2203;0;2857
punto de venta 202;0;134;0;540;0;14;328;0;0;168;0;106;0;0;1087;0;7;1269;0;31;0;5;0;25;0;0;0;0;0;0;0;0;0;0;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;321;0;0;0;0;0;0;0;0;0;22;0;0;18;0;0;0;0;0;0;0;343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;0;49;86;0;0;0;0;0;0;34;16;45;16;930;0;1;2;0;0;2;0;0;0;1;0;285;3;0;0;102;95;126;250;67;0;39;0;0;59;0;73;0;363;360;0;474;23;21;35;0;0;408;0;0;0;0;0;355;6;7;5;0;10;8;4;0;0;1;19;5;25;18;10;22;0;136;530;0;70;4;1;0;1;6;0;0;235;19;0;36;0;23;0;78;0;135;0;0;25;128;0;119;99;0;0;27;171;0;771;0;0;0;0;192;0;184;0;135;24;392;0;0;3;181;0;200;0;0;0;0;0;180;0;204;149;0;134;0;0;0;0;0;131;60;90;11;3;287;17;38;0;0;0;0;2;701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47508;0;0;0;35756;0;0;0;0;0;635;0;2;19308;0;38;12407;3840;16;0;8427;0;0;0;0;0;0;0;14;0;0;0;0;0;31;7;0;255;12;33;14;130;26;450;0;0;0;0;19;52;13;10;14;19;82;10;15;15;7;14;24;883;26;20;21;21;252;32;67;522;0;1170
punto de venta 203;0;284;0;1864;0;0;814;0;0;361;0;479;0;0;1586;0;0;4111;0;1;0;58;0;65;0;0;0;0;0;0;0;0;0;0;1337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1009;0;0;0;0;0;0;0;0;0;10;0;0;29;0;0;0;0;0;7;0;160;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;194;556;0;0;0;0;0;83;85;95;1;2228;0;1;10;7;0;77;0;47;0;28;0;822;162;0;0;69;137;237;507;61;0;109;0;0;74;0;133;0;1158;787;0;1955;25;38;54;0;8;1206;0;0;0;0;0;486;39;40;43;0;3;18;10;5;0;11;35;22;43;38;46;131;0;717;1548;0;90;1;4;19;8;15;1;0;667;89;0;179;0;88;0;371;0;1167;0;0;77;1324;0;786;248;0;0;272;1231;1;1565;0;0;0;0;936;0;1484;0;939;115;650;0;0;0;835;0;1316;2;0;0;0;0;1017;0;2160;694;0;632;0;0;0;0;0;164;94;34;8;5;541;11;20;0;3;0;0;1;1216;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;38;48216;0;0;0;65093;0;0;0;0;0;1805;0;15;61951;0;35;6266;6370;11;0;13415;0;1;0;0;0;0;0;22;0;0;0;0;0;151;0;0;418;16;42;154;723;190;1671;0;1;0;0;72;76;38;42;77;18;134;52;58;13;86;36;56;1375;58;33;31;28;2581;71;185;2760;0;4090
punto de venta 204;0;363;0;1621;0;2;730;0;0;214;0;303;0;0;1437;0;0;2998;0;4;0;280;0;49;0;0;0;0;0;0;0;0;0;0;1329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;849;0;0;0;0;0;0;0;0;0;43;0;0;108;0;0;0;0;0;57;0;213;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;189;316;0;0;0;0;0;85;53;85;0;1703;0;25;32;23;0;1;0;1;0;1;0;974;2;0;0;64;104;151;532;49;0;60;0;0;79;0;83;0;935;440;0;1604;111;128;130;0;9;885;0;0;0;0;0;451;122;199;69;0;8;51;16;6;0;16;126;109;130;125;192;103;0;967;1088;0;244;1;33;124;79;105;3;0;505;42;0;286;0;51;0;633;0;1393;0;0;154;1454;0;936;555;0;0;403;1623;25;1528;0;59;0;0;1207;0;1701;0;1122;195;576;0;0;108;1133;0;1639;2;0;0;2;0;1310;0;3499;1083;0;1116;0;0;65;0;0;452;323;15;15;8;434;70;93;1;14;0;0;2;1182;0;0;2;0;0;0;0;0;2;0;0;0;0;43;1;1;41;156;26703;0;0;0;16143;0;0;0;0;0;1999;0;11;31331;0;51;6509;4458;3;0;13358;0;0;0;0;0;0;0;21;0;0;0;0;0;347;15;4;2443;45;36;267;971;307;2161;0;187;1;212;77;544;31;135;204;81;740;149;144;20;99;72;293;1240;136;126;112;120;6321;91;359;2129;0;3346
punto de venta 205;0;89;0;560;0;0;262;0;0;146;0;69;0;0;289;0;2;973;0;0;0;17;0;8;0;0;0;0;0;0;0;0;0;0;295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;0;0;0;0;0;0;0;0;0;15;0;0;12;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;44;249;0;0;0;0;0;31;44;29;0;681;0;3;0;3;0;20;0;20;0;18;0;143;29;0;0;58;84;116;314;24;0;40;0;0;17;0;38;0;242;109;0;451;19;10;18;0;1;187;0;0;0;0;0;143;14;18;69;0;0;6;7;0;0;3;11;7;13;16;15;14;0;221;260;0;56;0;0;1;0;3;0;0;44;11;0;62;0;6;0;87;0;222;0;0;24;213;0;128;36;0;0;79;279;0;311;0;0;0;0;223;0;505;0;188;22;153;0;0;0;191;0;280;0;0;0;0;0;238;0;473;125;0;99;0;0;0;0;0;136;91;16;3;1;84;9;7;0;0;0;0;0;358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;21;20364;0;0;0;24348;0;0;0;0;0;600;0;4;17373;0;14;2458;2302;2;0;4744;0;0;0;0;0;0;0;4;0;0;0;0;0;66;0;0;99;9;5;6;115;9;609;0;0;0;0;15;18;38;10;17;8;95;22;15;0;20;13;41;283;17;18;18;12;2017;56;110;703;0;990
punto de venta 206;0;194;0;1250;0;0;647;0;0;127;0;261;0;0;1053;0;0;3175;0;0;0;36;0;52;0;0;0;0;0;0;0;0;0;0;958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;834;0;0;0;0;0;0;0;0;0;5;0;0;19;0;0;0;0;0;2;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;113;699;0;0;0;0;0;56;111;80;0;1036;0;21;12;8;0;1;0;3;0;0;0;667;0;0;0;91;96;176;270;48;0;98;0;0;35;0;64;0;844;488;0;1661;31;38;30;0;0;695;0;0;0;0;0;580;26;37;15;0;0;5;8;0;0;2;27;10;27;37;20;32;0;146;1219;0;6;0;3;7;1;8;2;0;519;7;0;27;0;6;0;45;0;245;0;0;13;209;0;102;39;0;0;47;272;0;1470;0;1;0;0;171;0;368;0;173;27;629;0;0;0;124;0;259;0;0;0;0;0;158;0;519;119;0;86;0;0;0;0;0;143;70;30;5;1;343;14;15;0;1;0;0;2;1056;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;3;48321;0;0;0;62770;0;0;0;0;0;1709;0;3;52654;0;10;4589;4631;4;0;9607;0;0;0;0;0;0;0;12;0;0;0;0;0;59;2;0;841;4;39;59;442;50;1037;0;2;0;1;62;37;65;18;41;29;138;35;51;4;46;32;53;743;35;35;19;34;2060;21;67;2151;0;2162
punto de venta 207;0;94;0;547;0;0;324;0;0;263;0;66;0;0;490;0;0;1447;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;266;0;0;0;0;0;12;27;33;0;485;0;5;13;6;0;1;0;1;0;1;0;301;3;0;0;25;35;64;382;31;0;30;0;0;8;0;43;0;397;181;0;606;0;1;0;0;3;328;0;0;0;0;0;222;0;0;8;0;0;1;0;0;0;0;1;0;0;1;1;1;0;7;499;0;5;0;0;1;0;0;0;0;187;0;0;0;0;0;0;2;0;17;0;0;2;19;0;12;0;0;0;1;33;0;531;0;0;0;0;13;0;29;0;15;5;184;0;0;0;8;0;26;0;0;0;0;0;19;0;49;8;0;10;0;0;0;0;0;13;4;0;0;0;141;0;0;0;0;0;0;1;706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17229;0;0;0;30201;0;0;0;0;0;811;0;3;21520;0;0;1770;2587;1;0;4638;0;0;0;0;0;0;0;7;0;0;0;0;0;4;0;0;3;0;27;0;88;9;306;0;0;0;0;0;0;57;1;0;0;0;0;0;0;0;0;6;347;0;0;0;0;144;1;6;890;0;1040
punto de venta 208;0;59;0;498;0;0;272;0;0;193;0;89;0;0;380;0;0;912;0;0;0;13;0;15;0;0;0;0;0;0;0;0;0;0;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;166;0;0;0;0;0;17;24;59;0;633;0;8;1;8;0;0;0;0;0;0;0;216;0;0;0;45;56;102;187;32;0;22;0;0;24;0;13;0;231;153;0;446;3;6;4;0;9;268;0;0;0;0;0;133;8;12;0;0;0;0;0;0;0;0;0;2;4;1;8;6;0;18;343;0;0;0;0;0;0;0;0;0;85;9;0;7;0;10;0;34;0;43;0;0;0;34;0;26;6;0;0;9;55;0;359;0;0;0;0;27;0;61;0;45;6;161;0;0;0;23;0;41;0;0;0;0;0;27;0;141;26;0;14;0;0;0;0;0;0;0;0;2;0;135;0;2;0;0;0;0;3;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13700;0;0;0;15865;0;0;0;0;0;443;0;0;13868;0;0;2366;2403;4;0;4370;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;307;0;0;0;0;0;0;0;570;0;1162
punto de venta 209;0;27;0;582;0;1;244;0;0;149;0;139;0;0;358;0;0;1051;0;0;0;10;0;8;0;0;0;0;0;0;0;0;0;0;449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;257;0;0;0;0;0;39;24;27;0;368;0;4;0;6;0;4;0;0;0;1;0;240;5;0;0;56;34;81;233;15;0;14;0;0;4;0;17;0;227;157;0;405;11;12;9;0;1;240;0;0;0;0;0;118;5;11;4;0;0;9;5;0;0;12;9;7;21;15;22;7;0;79;328;0;23;0;6;3;0;3;1;0;118;1;0;20;0;1;0;19;0;104;0;0;13;111;0;67;28;0;0;23;153;0;415;0;0;0;0;96;0;172;0;107;9;158;0;0;0;83;0;136;0;0;0;0;0;100;0;210;64;0;63;0;0;0;0;0;56;34;24;1;0;148;9;7;0;5;0;0;2;565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16489;0;0;0;27672;0;0;0;0;0;695;0;6;16064;0;8;1433;1967;3;0;3135;0;0;0;0;0;0;0;12;0;0;0;0;0;27;0;0;386;2;12;179;356;131;595;0;0;0;1;44;80;26;16;90;6;105;16;38;0;160;14;21;361;15;19;13;11;1639;10;41;802;0;855
punto de venta 21;0;739;0;545;0;174;110;0;0;126;0;166;0;0;626;0;157;1533;0;196;0;14;0;16;0;0;0;0;0;0;0;0;0;0;926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;623;0;0;0;0;0;0;0;0;0;14;0;0;5;0;0;0;0;2;13;1;70;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445;0;0;82;20;0;1;0;0;0;0;72;47;91;17;785;0;48;32;32;0;11;0;18;0;14;0;862;6;0;105;138;146;204;723;70;0;89;0;0;80;0;91;0;933,3333333;814;0;1454;2;11;16;0;2;1030;0;0;0;0;0;606;6;4;20;0;0;4;1;3;0;0;26;4;45;19;36;29;0;334;2670;0;29;3;11;0;12;11;0;0;114;19;0;72;0;27;0;164;0;241;0;0;15;279;0;232;86;0;0;44;487;6;4384;0;1;0;0;272;0;442;0;263;25;1042;0;0;1;259;0;714;1;0;0;0;0;363;0;848;372;0;133;0;0;1;0;0;84;57;7;0;0;644;5;11;0;0;0;0;0;2261;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;37636;0;0;0;75694;0;0;0;0;693;1099;0;6;25629;0;292;5105;4184;3;0;7959;0;0;0;0;0;0;0;22;0;0;0;0;0;69;2;0;1;1;34;50;603;74;1522;0;0;0;0;58;60;117;23;30;5;131;16;22;5;8;12;30;1256;19;16;20;12;2003;67;93;400;0;880
punto de venta 210;0;14;0;2053;0;57;1831;0;0;541;0;575;0;0;2413;0;92;6097;0;116;0;26;0;136;0;0;0;0;0;0;0;0;0;0;1064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1209;0;0;0;0;0;0;0;0;0;52;0;0;71;0;0;0;0;0;0;0;393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;374;0;509;0;0;0;0;134;117;108;0;4401;0;20;19;33;0;0;0;1;0;0;0;995;1;0;0;111;171;407;1238;153;0;130;0;0;123;0;153;0;1096;1070;0;1281;132;143;117;0;4;810;0;0;0;0;0;691;16;53;18;0;0;10;2;2;0;0;14;3;19;4;10;20;0;114;1762;0;22;2;1;8;8;11;0;0;750;5;0;36;0;8;0;28;0;50;0;0;16;56;0;74;38;0;0;64;245;0;3;0;1;0;7;249;0;201;0;100;9;525;0;0;1;101;0;301;0;0;0;0;0;117;0;248;90;0;65;0;0;2;0;0;88;42;90;26;25;639;42;29;1;1;0;0;17;2659;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;61069;0;0;0;34864;0;0;0;0;0;8903;0;3;58575;0;235;7516;1068;3;0;12431;0;0;0;0;0;0;0;23;0;0;0;0;0;154;8;0;366;0;121;8;276;37;2321;0;0;0;0;0;10;157;1;1;0;0;3;1;0;1;0;1;1123;0;2;0;1;384;135;198;3466;0;3052
punto de venta 211;0;0;0;532;0;19;279;0;0;170;0;179;0;0;539;0;17;1658;0;18;0;8;0;43;0;0;0;0;0;0;0;0;0;0;338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368;0;0;0;0;0;0;0;0;0;18;0;0;22;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;97;0;0;0;0;22;19;22;0;902;0;0;8;8;0;0;0;0;0;0;0;306;0;0;0;42;31;66;262;28;0;23;0;0;22;0;27;0;254;324;0;309;50;68;38;0;2;261;0;0;0;0;0;208;10;21;6;0;0;1;2;0;0;4;6;3;6;5;1;26;0;136;545;0;5;1;4;0;2;2;3;0;144;23;0;33;0;19;0;48;0;117;0;0;0;136;0;105;68;0;0;73;294;0;1;0;0;0;0;351;0;201;0;138;17;147;0;0;0;175;0;364;0;0;0;0;0;189;0;245;193;0;131;0;0;0;0;0;27;18;43;10;9;211;29;17;0;0;0;0;1;839;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18010;0;0;0;16446;0;0;0;0;2;2666;0;0;13542;0;1;2085;243;5;0;3324;0;0;0;0;0;0;0;10;0;0;0;0;0;7;1;0;75;2;18;23;158;55;348;11;6;8;22;2;46;8;5;7;3;17;15;2;3;3;2;1;582;4;1;1;1;15;3;5;671;0;704
punto de venta 212;0;4;0;1608;0;82;1700;0;1;345;0;828;0;0;2045;0;99;4922;0;124;0;44;0;68;0;0;0;0;0;0;0;0;0;0;1673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1830;0;0;0;0;0;0;0;0;0;69;0;0;75;0;0;0;0;0;0;0;797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;518;0;479;0;0;0;0;66;136;114;0;5955;0;0;0;21;0;1;0;2;0;7;0;1585;3;0;0;168;223;369;1811;118;0;116;0;0;134;0;145;0;1395;1988;0;1898;103;156;116;0;0;1359;0;0;0;0;0;1069;37;66;17;0;5;7;5;4;0;3;17;4;29;21;14;31;0;176;2914;0;46;1;4;4;4;7;5;0;1022;10;0;74;0;7;0;66;0;116;0;0;41;136;0;114;124;0;0;122;362;0;2;0;1;0;4;430;0;245;0;144;57;974;0;0;6;226;0;434;0;0;0;0;0;298;0;309;240;0;161;0;0;0;0;0;75;36;50;20;21;1313;45;45;1;0;0;0;1;4438;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;85250;0;0;0;27763;0;0;0;0;0;7635;0;7;67125;0;237;13489;919;14;0;16751;0;0;0;0;0;0;0;41;0;0;0;0;0;26;6;0;388;11;153;45;452;146;2044;0;0;0;0;12;15;39;37;30;20;84;29;18;13;14;4;19;2689;22;12;20;9;57;11;38;2577;0;3387
